precision,recall,f1-score,support
0.8571428571428571,0.7894736842105263,0.821917808219178,38.0
0.64,0.8421052631578947,0.7272727272727273,38.0
0.6944444444444444,0.6578947368421053,0.6756756756756757,38.0
0.5945945945945946,0.5641025641025641,0.5789473684210527,39.0
0.65625,0.5384615384615384,0.5915492957746479,39.0
0.3888888888888889,0.3684210526315789,0.3783783783783784,19.0
0.5789473684210527,0.5789473684210527,0.5789473684210527,38.0
0.7380952380952381,0.7948717948717948,0.7654320987654321,39.0
0.6597222222222222,0.6597222222222222,0.6597222222222222,0.6597222222222222
0.6435454239483844,0.6417847503373819,0.6397650901160181,288.0
0.6605481243892702,0.6597222222222222,0.6570671075313939,288.0
