feature,importance
mfcc_1_mean,0.09253472222222224
mfcc_5_mean,0.08229166666666667
mfcc_9_mean,0.08159722222222221
mfcc_6_mean,0.0720486111111111
mfcc_1_std,0.07013888888888889
mfcc_10_mean,0.0642361111111111
mfcc_9_std,0.06267361111111111
mfcc_11_std,0.058854166666666666
mfcc_5_std,0.05572916666666666
mfcc_4_mean,0.052083333333333336
mfcc_8_mean,0.05156249999999999
mfcc_7_std,0.04809027777777778
mfcc_2_mean,0.047569444444444456
mfcc_13_mean,0.04756944444444443
mfcc_2_std,0.04618055555555554
mfcc_3_std,0.04444444444444445
mfcc_3_mean,0.04340277777777779
mfcc_4_std,0.04166666666666667
mfcc_7_mean,0.03975694444444444
mfcc_8_std,0.03489583333333333
mfcc_11_mean,0.033854166666666664
mfcc_10_std,0.03298611111111112
mfcc_13_std,0.0328125
mfcc_12_mean,0.031770833333333325
mfcc_12_std,0.027604166666666673
chroma_mean,0.02534722222222221
energy_mean,0.023611111111111117
zcr_mean,0.02274305555555557
spectral_rolloff_mean,0.01909722222222223
pitch_mean,0.014236111111111126
spectral_centroid_mean,0.013368055555555546
mfcc_6_std,0.012847222222222222
pitch_std,0.012326388888888883
