feature,importance
mfcc_6_mean,0.1338541666666667
mfcc_7_mean,0.12482638888888893
mfcc_1_mean,0.12239583333333334
mfcc_3_mean,0.11388888888888893
energy_mean,0.09097222222222226
mfcc_5_mean,0.08697916666666669
spectral_rolloff_mean,0.08680555555555558
spectral_centroid_mean,0.08090277777777781
mfcc_10_mean,0.07812500000000003
mfcc_2_std,0.06892361111111113
mfcc_2_mean,0.06423611111111113
mfcc_11_mean,0.05902777777777779
mfcc_1_std,0.058159722222222245
mfcc_8_mean,0.05711805555555558
mfcc_9_mean,0.04930555555555559
mfcc_7_std,0.047916666666666705
mfcc_13_mean,0.03871527777777779
chroma_mean,0.03767361111111113
mfcc_4_mean,0.037673611111111116
mfcc_3_std,0.03489583333333335
mfcc_5_std,0.03333333333333336
mfcc_11_std,0.031250000000000035
mfcc_9_std,0.030034722222222233
mfcc_12_mean,0.021875000000000044
mfcc_10_std,0.020138888888888918
mfcc_4_std,0.01493055555555558
mfcc_6_std,0.014409722222222244
mfcc_13_std,0.01024305555555558
pitch_mean,0.004340277777777813
pitch_std,0.002256944444444464
mfcc_12_std,0.0005208333333333592
zcr_mean,-0.0005208333333333148
mfcc_8_std,-0.0015624999999999556
